5.210374366983766548e-01	2.265809942509299652e-02	5.459885287817012323e-01	3.637327677624602185e-01	5.937528211609642836e-01	7.920372983252561561e-01	7.031396438612932398e-01	7.311133200795228992e-01	6.863636363636363980e-01	6.055181128896377496e-01	3.561470215462610445e-01	1.204694130127298285e-01	3.690335956273854134e-01	2.738112581668217249e-01	1.592956453751232238e-01	3.513984438369334162e-01	1.356818181818181535e-01	3.006251183936351490e-01	3.116451848933415869e-01	1.830424388154167081e-01	6.207755247242974228e-01	1.415245202558635118e-01	6.683101748095024996e-01	4.506979944946912786e-01	6.011358383411478101e-01	6.192915563058473127e-01	5.686102236421725076e-01	9.120274914089346874e-01	5.984624482554701252e-01	4.188639643185098071e-01
6.431444933503716044e-01	2.725735542779844089e-01	6.157832907193698802e-01	5.015906680805938267e-01	2.898799313893653529e-01	1.817679896938838302e-01	2.036082474226804107e-01	3.487574552683897489e-01	3.797979797979798011e-01	1.413226621735467758e-01	1.564367191743617491e-01	8.258928571428571230e-02	1.244404655326768194e-01	1.256597895397442433e-01	1.193867491586497326e-01	8.132303902424371789e-02	4.696969696969696684e-02	2.538359537791248788e-01	8.453875161816852557e-02	9.111009770186422052e-02	6.069014585556741226e-01	3.035714285714286031e-01	5.398177200059764980e-01	4.352143138025953428e-01	3.475533249686322823e-01	1.545633592378069243e-01	1.929712460063897905e-01	6.391752577319588235e-01	2.335895919574217106e-01	2.228781319690411045e-01
6.014955748024044535e-01	3.902603990530943423e-01	5.957432105590491078e-01	4.494167550371155895e-01	5.143089284102194680e-01	4.310165020550886239e-01	4.625117150890346585e-01	6.356858846918490569e-01	5.095959595959596022e-01	2.112468407750630051e-01	2.296215824732934785e-01	9.430251060820368791e-02	1.803703529190029686e-01	1.629217890242398992e-01	1.508311520549342200e-01	2.839546970288702177e-01	9.676767676767676629e-02	3.898465618488350382e-01	2.056903247593853401e-01	1.270055138675842688e-01	5.563856278904304453e-01	3.600746268656717097e-01	5.084416554609293426e-01	3.745084545812032983e-01	4.835897774549296479e-01	3.853751297649193330e-01	3.597444089456869332e-01	8.350515463917524972e-01	4.037058939483540443e-01	2.134330316148497775e-01
2.100903970845757196e-01	3.608386878593168312e-01	2.335014857300808377e-01	1.029056203605514391e-01	8.113207547169810629e-01	8.113612661799889381e-01	5.656044985941892644e-01	5.228628230616302330e-01	7.762626262626262097e-01	1.000000000000000000e+00	1.390910736918341273e-01	1.758751768033945950e-01	1.266550440559769952e-01	3.815479325660536825e-02	2.514532413230444741e-01	5.432150689458347115e-01	1.429545454545454453e-01	3.536654669444970756e-01	7.281476895367815505e-01	2.872047869767699324e-01	2.483102098897189691e-01	3.859275053304904723e-01	2.413466806115842911e-01	9.400806134486827670e-02	9.154724955424948796e-01	8.140117006723519566e-01	5.486421725239616354e-01	8.848797250859106178e-01	1.000000000000000000e+00	7.737111373475010767e-01
6.298925647214729251e-01	1.565776124450456164e-01	6.309861101513370985e-01	4.892895015906680856e-01	4.303511781168187222e-01	3.478927673148886623e-01	4.639175257731958935e-01	5.183896620278330980e-01	3.782828282828283317e-01	1.868155012636897594e-01	2.338221980807531630e-01	9.306488684582743531e-02	2.205625971823022280e-01	1.636875744773046981e-01	3.323588401264574999e-01	1.679184065851533625e-01	1.436363636363636176e-01	3.570752036370524740e-01	1.361794337817301415e-01	1.457996489918881033e-01	5.197438633938100683e-01	1.239339019189766161e-01	5.069475571492604304e-01	3.415749115218245646e-01	4.373637984547315005e-01	1.724151313172473110e-01	3.194888178913738441e-01	5.584192439862541990e-01	1.575004928050463271e-01	1.425947789584153524e-01
2.588385631123100716e-01	2.025701724721000463e-01	2.679842443507704508e-01	1.415058324496288600e-01	6.786133429628961045e-01	4.619961965523587955e-01	3.697282099343954798e-01	4.020377733598409775e-01	5.186868686868686407e-01	5.511794439764108322e-01	8.075321383306174883e-02	1.171322489391796451e-01	6.879329029826132536e-02	3.808008248069660179e-02	1.970629227997416077e-01	2.343106918616877643e-01	9.272727272727271375e-02	2.153817010797499654e-01	1.937299487814487242e-01	1.446595635891270437e-01	2.682319459267165085e-01	3.126332622601279976e-01	2.639075651177847925e-01	1.367479355092410809e-01	7.127385590701975637e-01	4.827837121983875601e-01	4.277156549520766404e-01	5.982817869415807399e-01	4.770352848413168534e-01	4.549390003935459004e-01
5.333427989966397220e-01	3.473114643219479269e-01	5.238753368806579047e-01	3.802757158006362936e-01	3.791640335831000796e-01	2.748911109747868564e-01	2.640581068416119614e-01	3.677932405566601282e-01	3.707070707070707072e-01	1.571187868576243152e-01	1.213833061741806801e-01	9.127475247524752255e-02	1.141685906799227296e-01	8.798688078775040999e-02	8.841826154944419647e-02	8.688076426232463345e-02	5.691919191919191795e-02	1.968175790869483022e-01	8.172454550571284226e-02	4.436659618865994997e-02	5.318392031305585466e-01	4.168443496801706449e-01	5.119278848548234340e-01	3.491938655131733849e-01	4.822690351977810819e-01	2.234479145443432069e-01	3.022364217252396235e-01	6.639175257731958490e-01	2.952887837571457341e-01	1.878525514889150816e-01
3.184722419423541839e-01	3.760568143388568485e-01	3.207103862898210145e-01	1.842629904559915099e-01	5.982666787036202694e-01	4.451260658855284991e-01	2.194470477975632716e-01	2.974652087475149198e-01	5.737373737373736571e-01	5.170598146588037958e-01	1.709216005793952609e-01	2.247171145685996629e-01	1.460208264618574336e-01	8.247696106447913178e-02	2.410850868545398873e-01	2.105777030071799838e-01	6.282828282828283040e-02	2.742943739344573251e-01	9.818765126357853479e-02	1.560604176167378343e-01	3.247954464603343694e-01	4.296375266524520842e-01	2.997659245978385179e-01	1.749410145497443669e-01	6.222677144555239792e-01	3.307525880218490366e-01	2.138977635782747522e-01	5.347079037800686052e-01	3.215060122215651628e-01	3.939393939393939226e-01
2.848691372047896797e-01	4.095366925938450642e-01	3.020523806233155750e-01	1.596182396606574683e-01	6.740994854202402298e-01	5.331574750015336539e-01	4.355670103092783574e-01	4.648608349900597014e-01	6.515151515151514916e-01	5.040016849199662197e-01	7.054137244251312833e-02	1.418405233380480857e-01	7.769872308344720480e-02	3.271958430924284261e-02	1.365876873916442857e-01	2.461020818938324251e-01	8.972222222222221710e-02	2.322409547262739293e-01	1.906343220577474962e-01	9.860702292608103381e-02	2.689434364994663929e-01	4.986673773987207459e-01	2.778524826933612690e-01	1.361826582776248240e-01	6.546258997556627657e-01	4.975308282640121815e-01	4.305111821086262114e-01	7.079037800687284498e-01	5.545042381233984408e-01	3.421225239407058027e-01
2.593118462776279887e-01	4.846127832262427382e-01	2.776587658074770038e-01	1.409968186638388132e-01	5.955583641780265447e-01	6.754800318998834818e-01	5.325679475164011301e-01	4.246023856858846535e-01	4.898989898989899450e-01	6.838668913226619850e-01	6.739091073691833023e-02	2.737800565770862615e-01	6.040616312491165624e-02	3.200983193810959249e-02	1.847911071829213825e-01	5.251149097245171316e-01	1.955303030303030265e-01	2.712634968744080388e-01	1.408228738672820113e-01	3.173306800436687669e-01	2.547136250444681504e-01	7.638592750533049758e-01	2.352706808107974112e-01	1.293255996854109358e-01	7.536815690418015024e-01	1.000000000000000000e+00	8.825878594249201292e-01	7.594501718213058084e-01	5.521387739010448215e-01	1.000000000000000000e+00
4.278006531307681493e-01	4.575583361515048186e-01	4.070900421532720470e-01	2.775397667020148007e-01	2.656856549607295448e-01	1.451137966995889872e-01	7.729615745079662648e-02	1.651590457256461308e-01	2.363636363636363313e-01	1.476411120471778360e-01	9.704870541372441484e-02	1.827263083451202141e-01	8.052584460255382548e-02	6.295877085831474984e-02	7.872998606248085562e-02	5.270075404812689379e-02	2.780303030303029818e-02	1.437961735177116784e-01	9.452918331738616176e-02	7.418155687298759460e-02	4.005691924581999963e-01	5.826226012793178644e-01	3.655062503112704864e-01	2.371215100275265164e-01	3.099121706398995646e-01	1.240019016018084341e-01	1.165335463258785897e-01	3.427835051546391232e-01	2.726197516262566789e-01	1.933621933621933742e-01
4.164418571631407495e-01	2.766317213391951135e-01	4.133093773754404898e-01	2.704135737009544238e-01	4.014624898438206579e-01	3.368504999693270885e-01	2.332239925023430194e-01	3.283300198807157511e-01	3.949494949494949392e-01	2.287278854254423399e-01	1.427847184501176980e-01	1.380613507779349380e-01	1.322621684022051436e-01	8.845382313718018474e-02	1.379474453547268609e-01	2.880854387598763000e-01	7.047979797979797567e-02	2.428490244364462647e-01	1.716384307986716928e-01	1.122534997167060622e-01	4.443258626823195501e-01	4.067164179104478250e-01	4.287564121719209531e-01	2.737416437278804571e-01	4.518919632833652278e-01	5.177110923538142950e-01	3.166932907348242732e-01	6.219931271477663337e-01	4.389907352651291061e-01	3.263806900170537206e-01
5.768848502058783190e-01	5.103145079472438672e-01	6.123281044848317700e-01	4.154825026511134722e-01	4.041708043694141606e-01	6.944972701061284948e-01	4.838331771321461861e-01	5.556660039761431857e-01	6.752525252525251043e-01	5.905644481887110109e-01	3.056309976462067146e-01	7.089374115983027025e-01	4.859350704424445500e-01	2.043302365716719027e-01	4.847537138389366312e-02	6.062276564424550207e-01	2.244949494949494972e-01	7.747679484750900070e-01	5.200371475206843064e-01	4.126832773655045306e-01	4.635361081465670940e-01	4.776119402985075646e-01	5.044573932964788732e-01	2.818521431380259235e-01	2.148187281252063319e-01	3.521941186172637961e-01	2.906549520766772976e-01	6.072164948453607769e-01	3.175635718509757788e-01	3.099829463465827439e-01
4.197548393203653916e-01	4.815691579303347236e-01	4.140004146223481563e-01	2.711346765641569623e-01	2.832896993770877003e-01	2.478989019078584322e-01	2.328491096532333549e-01	2.666003976143141441e-01	3.974747474747474807e-01	7.203032855939327239e-02	1.056672098497193485e-01	1.586368458274398929e-01	1.011167130000471259e-01	5.561843712527875933e-02	2.738552537648298868e-01	2.178628293327725951e-01	1.275505050505050531e-01	3.773441939761318920e-01	3.085495581696403589e-01	7.279963517267112882e-02	3.169690501600853638e-01	4.168443496801706449e-01	3.067383833856268116e-01	1.699026740070782304e-01	2.768936142111866894e-01	1.601905482628479260e-01	1.854632587859424697e-01	3.845360824742267702e-01	2.452197910506603296e-01	5.135773317591506987e-02
3.194188082729897959e-01	4.362529590801487722e-01	3.442056526846796749e-01	1.844326617179214978e-01	5.459059312088111460e-01	6.438868781056377166e-01	4.985941893158387650e-01	3.988568588469185161e-01	5.095959595959596022e-01	5.657118786857623371e-01	3.642947673365923983e-02	1.787482319660537444e-01	6.144277434858407688e-02	2.317528268689834567e-02	1.603154638474351690e-01	4.289061795896296769e-01	1.389141414141414066e-01	3.083917408600114207e-01	1.650250464344008294e-01	2.486837195804486311e-01	2.525791533262184418e-01	5.327825159914711950e-01	2.908013347278251004e-01	1.259585135666535516e-01	6.202866010698011578e-01	7.230064712673787142e-01	5.545527156549521219e-01	7.587628865979380022e-01	4.003548196333530096e-01	5.775941230486685285e-01
3.577547446637323048e-01	6.029759891782211501e-01	3.658351185128878580e-01	2.185790031813361345e-01	5.531281032770606343e-01	4.297895834611373811e-01	3.840206185567009989e-01	3.660039761431411742e-01	6.277777777777777679e-01	4.382898062342038270e-01	9.360854608002895649e-02	1.486916548797736493e-01	9.998586439240444990e-02	4.809132645247086307e-02	1.323724377060883084e-01	3.015291254844233992e-01	1.197222222222222160e-01	2.064784997158553015e-01	1.503911746496313095e-01	1.579260119121650430e-01	3.390252579153326673e-01	6.692430703624735466e-01	3.670003486229393985e-01	1.862957137239480976e-01	6.381166215413062170e-01	6.116269367717397376e-01	5.611821086261981062e-01	5.883161512027490492e-01	5.229647151586832576e-01	5.185622458349731234e-01
3.643807089781816999e-01	3.523841731484612105e-01	3.520834772994264061e-01	2.294803817603393303e-01	4.156360025277603398e-01	1.614011410342924002e-01	1.732661668228678564e-01	2.613817097415506718e-01	2.656565656565655908e-01	1.950294860994102597e-01	1.307984790874524572e-01	1.944395332390381759e-01	1.148753710596993743e-01	7.209216321316104514e-02	1.361457660536424252e-01	7.035779733830023475e-02	5.045454545454545331e-02	2.100776662246637838e-01	8.749366803624696043e-02	4.111908019291627553e-02	3.963002490217004681e-01	5.026652452025586193e-01	3.635141192290453072e-01	2.341722375147463342e-01	4.967972000264148646e-01	1.550484617399656428e-01	2.327476038338658071e-01	5.529209621993126378e-01	2.885866351271437202e-01	1.778827233372687888e-01
4.330067679492640709e-01	3.709841055123435649e-01	4.444060534862829259e-01	2.779639448568398397e-01	5.811140200415274570e-01	5.607631433654376441e-01	4.034676663542642872e-01	5.109343936381710582e-01	5.575757575757576134e-01	4.970513900589721978e-01	1.657432554770957855e-01	1.575318246110325171e-01	1.459265890778871921e-01	8.849117852513456450e-02	1.806098514464425098e-01	1.709225823895214602e-01	8.050505050505049609e-02	2.456904716802424671e-01	1.267518433050036641e-01	1.121844036316902299e-01	4.635361081465670940e-01	5.186567164179105571e-01	4.302505104835899208e-01	2.776740070782540148e-01	7.114178168130489421e-01	3.842108837597384419e-01	3.821086261980830567e-01	7.123711340206184683e-01	4.220382416715947049e-01	3.880362062180244265e-01
